0.502671,0.695867,0.635795,-0.049296,-0.292307,-0.375172,0.210867,0.251578,-0.038515,-0.56407,-0.575472,-0.73572,-0.871635,-1.079347,-1.112862,-0.914729,-0.73057,0.913551,-0.582736,-0.60269,-0.810958,-0.978081,-1.218953,-1.207935,-1.087309,-0.900056
-0.868229,-1.057321,-0.971505,-0.435976,-0.157183,0.116938,-0.729489,-0.852247,0.522167,0.578107,0.434164,0.504662,0.24832,0.133164,0.058014,0.310324,0.456199,-0.315342,0.538038,0.336923,0.404135,0.107833,-0.125393,-0.158222,0.018619,-0.020962
-0.276822,-0.141087,-0.067999,-0.340518,-0.114224,0.168117,0.255805,0.00168,0.014498,-0.729658,-0.766703,-0.880984,-1.044843,-1.107227,-1.019372,-1.110262,-1.012922,1.057581,-0.817322,-0.889355,-1.066216,-1.285586,-1.352304,-1.316119,-1.516826,-1.49495
2.534591,2.235074,2.0885,1.182995,0.804192,0.281344,1.044323,1.136984,-1.145808,1.139604,1.28086,1.246219,0.91895,0.72101,0.63359,1.03677,1.292273,-1.047946,1.031881,1.147405,1.045689,0.60422,0.174229,-0.108442,0.135804,0.361485
-0.70494,-0.489293,-0.299362,-0.497416,-0.328503,0.097079,-0.301115,-0.493131,0.339832,-0.699946,-0.804353,-0.931875,-1.120099,-1.13744,-0.984121,-1.238865,-1.35182,1.178961,-0.774618,-0.89143,-1.036926,-1.23159,-1.078374,-0.758168,-1.238613,-1.421081
-0.513391,-0.583154,-0.923694,-1.083015,-1.426178,-1.661152,-1.410735,-1.301597,1.421362,-0.490096,-0.612329,-0.545002,-0.631607,-0.729516,-0.785339,-0.828164,-0.990638,0.811687,0.04111,0.266068,0.59745,0.760597,0.981895,1.209779,1.897971,2.077683
-0.940628,-0.824988,-0.87485,-1.209508,-1.425279,-1.381134,-1.425993,-1.556577,1.457908,-0.570464,-0.622359,-0.597805,-0.695021,-0.491896,-0.269071,-0.426674,-0.491592,0.505302,-0.375049,-0.361111,-0.180303,-0.153761,0.443746,0.788795,0.412475,0.399281
-0.52817,-0.322819,-0.815881,0.135647,0.545845,0.549739,-0.221887,-0.513674,-0.00629,0.195994,0.115062,0.378449,0.719669,0.995194,0.950672,0.649014,0.546738,-0.694304,0.200703,0.10612,0.438969,0.883676,1.004242,1.033728,0.838327,0.515893
0.978813,0.729174,0.783896,0.036558,-0.201962,-0.328561,0.078135,0.092252,-0.049214,-0.207952,-0.267465,-0.163104,-0.362731,-0.38831,-0.38503,-0.296125,-0.14224,0.29131,-0.229899,-0.288698,-0.221004,-0.421829,-0.469989,-0.500643,-0.595543,-0.485925
0.691473,1.269819,1.051283,0.271132,0.350702,0.155602,1.070914,1.301167,-0.755841,-0.529769,-0.568643,-0.694556,-0.797307,-0.974477,-0.906798,-0.680885,-0.447485,0.735142,-0.571371,-0.611992,-0.762945,-0.912344,-1.089295,-0.998744,-0.767776,-0.5686
0.133322,0.232529,0.377109,0.460657,0.330937,0.348195,1.031782,1.170344,-0.674855,0.282231,0.272789,0.405533,0.36454,0.306815,0.459012,0.774786,0.819732,-0.572185,0.185281,0.138405,0.205437,0.086658,-0.191158,-0.13029,0.213029,0.198356
-0.921715,-1.030659,-1.237045,-1.30525,-1.783698,-2.031688,-2.167918,-2.201642,1.978912,-0.556347,-0.622326,-0.613596,-0.737338,-0.975333,-1.048718,-1.000945,-1.010983,0.950462,-0.1562,-0.037302,0.208315,0.032261,-0.086918,0.022223,0.30065,0.36891
-0.840604,-0.638351,-0.6736,-0.904319,-0.812887,-0.717796,-0.810809,-0.695327,0.83761,-0.570531,-0.620583,-0.619783,-0.796235,-0.725618,-0.72936,-0.842599,-0.846762,0.797304,-0.485632,-0.477743,-0.427687,-0.533454,-0.138665,-0.004707,-0.195995,-0.133563
-0.590894,-0.653623,-0.619011,-0.571753,-0.278908,-0.303925,-0.31985,-0.318542,0.421781,-0.217898,-0.098804,-0.101229,-0.156048,-0.115704,0.032394,0.136649,0.11874,-0.003072,-0.235225,-0.126901,-0.146825,-0.221906,-0.217122,-0.030718,0.031032,-0.009377
0.037968,-0.236988,-0.33133,-0.790631,-1.394475,-1.554031,-1.505204,-1.632629,1.358089,-0.248181,-0.22094,-0.266678,-0.27031,-0.377285,-0.317314,-0.402603,-0.461041,0.373822,0.024962,0.309178,0.363917,0.508482,0.43242,0.629254,0.800118,0.925069
-0.045085,-0.099058,-0.330536,-0.792909,-1.224653,-1.407997,-1.154766,-1.232723,1.146391,-0.545372,-0.59904,-0.553401,-0.74474,-0.81546,-0.958881,-0.898662,-0.990839,0.882512,-0.461977,-0.525436,-0.42074,-0.628687,-0.642983,-0.715798,-0.507888,-0.428477
-0.122019,0.064721,0.184617,-0.074212,0.031564,0.055106,0.762023,0.83519,-0.325601,-0.324391,-0.356953,-0.425837,-0.666532,-0.870288,-1.038658,-0.794823,-0.572019,0.738851,-0.355866,-0.409618,-0.519869,-0.798651,-0.991786,-0.956906,-0.565043,-0.507685
-0.716468,-0.550772,-0.61443,-0.717017,-0.4203,-0.418384,-0.291781,-0.037717,0.429703,-0.376174,-0.276687,-0.394645,-0.629255,-0.709536,-0.696814,-0.509707,-0.383145,0.548276,-0.405452,-0.273984,-0.385852,-0.576923,-0.606926,-0.445812,-0.166754,-0.236609
